,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RGe,RKz,RKe
2005-08-08 00:00:00,251884.31095718383,92343.04399786987,1123338.7674725703,57891.5886433743,-3.895775011405549,0.2698106251089666,0.0670970461791789,-0.09232203905141284,-0.3742172977759797,-0.5654958055225618,-5.043658689576115,0.6294399159809426,28.75547406381258,30.723982965402897,-3.5838061156237853,-2.315065205179494,-0.5224410638687442,-1.358177239537107,4.206664151545987,-0.363589893145331,-3.774188152389346,-1.1548140981749244,-13.079000806348475,0.8336107238956819
2005-08-08 06:00:00,240599.58397761895,63006.41562386836,1214202.7131459636,50038.04695143515,-4.06255473850877,0.2786613498572016,0.14141627917561592,-0.0230918385865298,-0.6253593728084053,-0.272216545975131,-6.802987563604667,0.12684846434170405,20.121775667091953,23.56183646936299,-2.0153842418841452,-0.9333493017928682,0.7875166334738066,-0.6435160754642304,4.588812398160808,0.22148697507415413,-2.3710173823693568,-0.6730527179328308,-15.312938421098629,-0.2591466284945958
2005-08-08 12:00:00,285905.0295232523,64543.149537815116,1321575.4630731172,67459.82596657776,-5.159114940284023,0.2999671754570232,0.3114868398216864,0.49894315904433056,0.3349558585908845,-0.27513704245848286,-1.0367450348289236,1.2301259167234073,17.48427474199185,25.716743523526368,-1.7533797351310183,-0.43723428145065657,8.952968455125848,0.7046781319261803,7.341263634335305,0.880441583216667,3.758864831707964,1.1787911579719705,-13.225636769626565,0.5371406527293845
2005-08-08 18:00:00,627367.8212390556,93448.51092307935,1531345.3021492488,88073.12334639516,-3.195438485164192,0.26692679908128636,0.492371916618274,0.5843896261315706,2.5676467329384325,0.3894506146499434,0.5026402754419639,-0.13212761620296773,12.091091354823995,17.959786277641033,1.4163722245898869,1.1035345523056352,3.2916039707082896,0.49600124696263903,8.14276128243973,0.11196500664605352,-2.204554448313049,0.4240134593629799,-10.343187575543686,-0.15207491333572462
2005-08-09 00:00:00,428102.3210578504,85970.40340660112,1673342.7504745135,72296.71425368727,-8.872771787551514,0.5285384909020189,0.1722412192089495,-0.6607401437905213,0.7691143140069535,0.11377427074737982,6.1589564803837895,-0.1785425502693481,28.388433197585194,24.777158000418737,-11.234082134563042,-1.1616515226796222,-5.6107047663035825,-0.24129830360875665,7.150678625957894,0.17023118883842775,-14.724052376960032,-1.5443512090486768,-9.69225271391667,-1.1817551021072465
2005-08-09 06:00:00,384985.37533474085,83024.42420718106,1840254.6187906298,95427.11070421524,-6.5467730638978745,0.4285490293938052,-0.03013635046225738,0.16554113607897175,-2.720210395989418,-0.5488586641190283,0.7160796960071769,2.0115787700842507,36.27673803590884,20.703894044641228,-2.3872569893486455,0.45048377464092365,0.2818076755389592,0.42320971004209545,6.890936340894949,1.622196124341259,-3.116205962975692,0.7090604808462904,-12.751766059247903,0.5850601322842208
2005-08-09 12:00:00,440276.4126411334,104253.06288041965,1971031.2004011753,142375.58682522966,-10.760483071989018,0.8772208917270471,-0.6895451738989778,-0.054711093269622924,-1.6812916727512284,-0.545347919882816,-6.025156669224475,4.443373651740845,41.69233476018281,15.712942995205793,-5.49081519833055,-0.4683613634121948,5.067547232323926,1.7916537230407374,1.4745815407064327,2.2236097809036686,-3.134423275186817,1.4050696579268833,-18.949766455818903,2.854597951466531
2005-08-09 18:00:00,603903.4157711344,160423.8650425409,1903956.5413491477,191487.05323925373,-10.490905929338577,1.0101364871495748,-2.007040697225891,0.09958165444493361,-0.01559518884729827,-0.2421823387537208,-17.3923403634054,5.469401300744311,45.257938405284406,18.323659918407888,-5.216135819783081,-0.6235046396605018,0.29930488526595583,0.5698703607476671,-4.549577920726976,2.813458842039562,-9.165869368075748,-0.09850213320325335,-25.34070906924289,4.762564810375574
2005-08-10 00:00:00,453206.3836846227,128871.46246471886,1774489.43422577,263917.0088013387,-11.8178300936668,1.0026582275658442,-3.757484489114683,-0.6307970283680479,1.9790465131948622,-0.7073703335079741,-7.535265234661313,6.152703440842754,46.74423703057235,15.3283809920222,-16.308571575106612,-2.4047701301828805,-7.523291262467198,-0.6247315364633788,-21.40613891775522,6.077779995847757,-20.317509641763014,-1.5508164588892965,-1.7044408996875742,3.2016109057416324
2005-08-10 06:00:00,278897.2332325515,133435.46266732295,979211.3401021222,454047.14905987686,0.5534936964860228,0.7645053745973814,-7.621643846810185,1.013384989439846,2.466493819873622,-0.7098729434573111,-1.53829682711695,1.6411497581144339,16.12514771115371,5.022694674201508,-3.608684043397668,0.5933061522711492,-4.430092068154253,0.6171457190314359,-18.78410489198712,4.320509576163368,-5.578586816944471,1.5758982773312114,10.177657914546007,5.955669018201097
