,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
2005-08-08 00:00:00,1685909.097038937,163322.0791220826,2196907.1481344732,259417.2999597175,10.976860121143176,1.226199454217828,-5.299826277227829,1.5618955997351194,12.979752662237825,-2.009122642226486,-29.105992976643606,-0.5707081158154994,-8.050672768193428,-2.0254335549603164,-9.519547687220674,-1.4310379762639032,-13.846725308576273,2.9187376791755244,-10.296240774097495,9.582233824151984,0.9137808114798738,-3.3722760819719246
2005-08-08 06:00:00,1480286.8669949705,132411.65883478228,1897817.8814692257,322462.0338299088,10.165134618558607,1.0059785862705355,-6.255073614864426,1.4738673715939434,11.16078817694326,-1.4308086875310764,-25.925782805462383,-5.2338322618222275,-3.2490947595363657,0.49660823058236775,-6.301602091503844,0.14151391832056578,-11.451013781263523,2.119366239831327,-6.291277063617962,10.564708020504678,2.04021139117505,-0.37574248480481565
2005-08-08 12:00:00,1413679.886685971,169435.48039353103,1702223.352783889,350973.9215204308,13.975522927313344,1.003415641714463,-6.873689916534635,1.7318985770145325,9.78365157511007,-1.6875956857962275,-15.797559044144228,-5.11199306507798,0.5240397809600243,1.1406912234619013,-3.2217753575360986,2.117847034165707,-8.991981834717897,2.5927849325816554,1.9735116363816392,-0.2962558013523786,4.533925655262004,-0.9008104958895311
2005-08-08 18:00:00,1341106.171549411,223902.65071074083,1509364.2662094126,434470.3429174363,15.16874087906065,1.7921130914505272,-7.449530066805895,-0.35184743985581046,7.643909619062604,-0.42219791354602665,-13.067744322127396,-7.108786706122135,2.065036612781216,-2.1197462424217246,-9.095326906197718,1.3949471414782466,-10.258590063432148,3.576651547098774,0.22161744525085592,-4.910056553559507,-0.3268154762820644,3.587755626270824
2005-08-09 00:00:00,1020761.7643382296,229697.1969053913,1259052.2620436202,505485.26835509785,13.98223563163544,1.0073882731834465,-8.787579420533778,1.047877386563453,8.593661376740554,-1.1876447231165603,-6.526299853950039,-5.911576605942164,-3.467240389583698,1.1659097061171955,-13.40181713981783,0.09346368286894344,-9.765189714719929,3.0927536948218832,-7.0058546117394975,-8.433546071871554,1.3215975193655103,-0.8311265063331827
2005-08-09 06:00:00,762147.6711092808,227940.28181067918,1087508.0705335117,568077.3025337417,10.100468749082404,0.44183329823742357,-6.987545280402146,0.03099114857148577,5.577422978082187,-0.11598044641885122,-4.619394410401071,-5.364529780038626,-1.6878763230829021,0.556806469514339,-6.591343671552938,1.8791960103327747,-4.71007179000389,2.4609927227585797,-1.626464602315297,-3.2036008482830765,1.5843343070856881,0.8069860738235741
2005-08-09 12:00:00,736015.7177271426,310878.46455176716,1055577.1607154522,611800.1539782685,8.179467436236688,0.10303743026126544,-6.554675192502489,0.28178394286043007,4.667423158428903,0.3929939156579526,-1.1307379086067613,-3.7653248100136136,1.946240995946273,-0.6815446936488407,0.17529263144352525,0.9631985349626444,-2.885237171335695,1.7454309100853425,3.790374339512576,-3.379291506463134,0.7489511319038563,-1.325703415263963
2005-08-09 18:00:00,769720.3127876411,269550.4585210654,962865.8247318097,643479.9178494285,7.784357504059601,0.2881452982847409,-4.342634188697551,1.657248911776164,4.402582278684015,0.46630470936153195,-6.008575831307507,-3.826317155890743,3.2840043717253353,-1.3272494119688276,-1.0851790656975504,-1.8067208125817786,-3.7860828702387463,-1.290549268039443,2.5847414579627763,-1.2192303542932885,-0.9039219084518877,-3.4641152126224157
2005-08-10 00:00:00,689135.9820890084,232828.12544823432,892018.3807211383,556048.4255989646,2.9617124313776677,0.1734801198768623,-5.097316222502642,-0.029175764077145894,2.2075459991445108,0.0607728987639487,-1.4204742924588976,-3.3325320359571746,-5.075765494754885,-1.7336436668576396,-5.8279057849235905,-1.5958084012819542,-2.794711422098289,-2.912980112378158,-4.900259232813571,0.7613666614855834,-1.8592371839999111,-4.648588534846479
2005-08-10 06:00:00,517954.782878942,200611.535585685,842134.2912971636,517639.17699469207,2.6183775254448727,-0.21012162626974762,-3.531690598984909,0.8438125776431641,1.6716924992725697,0.13367019589490906,-4.06472177339821,-0.7872798440669965,-2.4607997945640516,0.6459071498886089,-4.578383030673161,-0.9532740646022237,-0.9322084700762961,-1.4406308170230961,-3.841819630770606,4.04582637686195,-0.0330100565842211,-5.0288541495841725
2005-08-10 12:00:00,491349.83516392787,191646.68585741826,851746.9748138423,493813.1743035668,3.1329938855324113,0.003096848762281612,-2.198122426830254,0.08712861786406056,1.3436886864489854,-0.42661202604187837,-4.030277668388024,2.4941697797590514,1.075722132864584,-1.8243075367390715,1.0191776244779505,-1.5453628104493873,-1.2221884839164328,-1.3633589500268095,2.8115796723236586,1.8732177257694338,-1.03471901530573,-6.142779774480175
2005-08-10 18:00:00,561983.2562563894,133851.86217427146,789335.7487919737,458742.0703535339,2.372957295582105,0.05066142402063234,-2.6334263850696753,0.31335207763431183,0.5971660204021175,0.026037440294451875,-2.1830245456881263,2.017970702608399,1.5777355120208947,-1.0928915359209455,-0.7262818669098029,-1.6231878897205398,-0.5707473373181926,-2.8808542499688174,1.100170832290817,1.8727462978575038,-1.3865346764013122,-7.845603415281204
